id,category1Name,category2Name,category3Name,categoryId,ean,upcCode,name,description,brand,mediaUrl
4123018569499-1000,"Toy, Child, Nursery",Childcare,Play Mat,15-1-4,4123018569499,412301856949,Essential item: play mat,A perfect choice to meet your daily needs.,Fisher-Price,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018569499.jpg
4123018569566-1000,"Toy, Child, Nursery",Childcare,Toilet and Care,15-1-5,4123018569566,412301856956,Ideal solution: toilet and care,Combines functionality and style for optimal use.,Fisher-Price,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018569566.jpg
4123018569633-1000,"Toy, Child, Nursery",Childcare,Combined Stroller,15-1-6,4123018569633,412301856963,Ideal solution: combined stroller,Made with premium materials for maximum durability.,Mattel,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018569633.jpg
4123018569700-1000,"Toy, Child, Nursery",Childcare,Safety and Baby Monitor,15-1-7,4123018569700,412301856970,High quality accessory: security and baby monitor,Made with premium materials for maximum durability.,Fisher-Price,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018569700.jpg
4123018569877-1000,"Toy, Child, Nursery",Childcare,Baby Mattress,15-1-8,4123018569877,412301856987,Ideal solution: baby mattress,Combines functionality and style for optimal use.,Mattel,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018569877.jpg
4123018569944-1000,"Toy, Child, Nursery",Childcare,Educational Toy,15-1-9,4123018569944,412301856994,High quality accessory: educational game,Designed to deliver an exceptional user experience.,Fisher-Price,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018569944.jpg
4123018570077-1000,"Toy, Child, Nursery",Childcare,Meals,15-1-10,4123018570077,412301857007,Ideal solution: meal,Designed to deliver an exceptional user experience.,Mattel,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018570077.jpg
4123018570144-1000,"Toy, Child, Nursery",Miniature World and Dolls,LEGO,15-2-1,4123018570144,412301857014,High quality accessory: lego,Combines functionality and style for optimal use.,Fisher-Price,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018570144.jpg
4123018570211-1000,"Toy, Child, Nursery",Miniature World and Dolls,Figurine,15-2-2,4123018570211,412301857021,Premium figure,A perfect choice to meet your daily needs.,Lego,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018570211.jpg
4123018570388-1000,"Toy, Child, Nursery",Miniature World and Dolls,Baby Doll,15-2-3,4123018570388,412301857038,Baby doll - luxury edition,Combines functionality and style for optimal use.,Vtech,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018570388.jpg
4123018570455-1000,"Toy, Child, Nursery",Miniature World and Dolls,Dollhouse,15-2-4,4123018570455,412301857045,Ideal solution: dollhouse,A perfect choice to meet your daily needs.,Fisher-Price,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018570455.jpg
4123018570522-1000,"Toy, Child, Nursery",Miniature World and Dolls,Stuffed Animal,15-2-5,4123018570522,412301857052,Premium plush toy,Combines functionality and style for optimal use.,Mattel,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018570522.jpg
4123018570699-1000,"Toy, Child, Nursery",Miniature World and Dolls,Playmobil,15-2-6,4123018570699,412301857069,Playmobil - luxury edition,Made with premium materials for maximum durability.,Fisher-Price,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018570699.jpg
4123018570766-1000,"Toy, Child, Nursery",Miniature World and Dolls,Doll,15-2-7,4123018570766,412301857076,Doll - luxury edition,A reliable and stylish product for every home.,Fisher-Price,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018570766.jpg
4123018570833-1000,"Toy, Child, Nursery",Miniature World and Dolls,Barbie,15-2-8,4123018570833,412301857083,Essential item: barbie,A perfect choice to meet your daily needs.,Fisher-Price,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018570833.jpg
4123018570900-1000,"Toy, Child, Nursery",Miniature World and Dolls,Building Toy,15-2-9,4123018570900,412301857090,Ideal solution: construction game,Made with premium materials for maximum durability.,Mattel,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018570900.jpg
4123018571066-1000,"Toy, Child, Nursery",Miniature World and Dolls,Interactive Stuffed Animal,15-2-10,4123018571066,412301857106,Ideal solution: interactive plush toy,A perfect choice to meet your daily needs.,Mattel,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018571066.jpg
4123018571133-1000,"Toy, Child, Nursery",Board Games and Puzzles,Les grands classiques,15-3-1,4123018571133,412301857113,The Great Classics - Luxury Edition,A perfect choice to meet your daily needs.,Mattel,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018571133.jpg
4123018571200-1000,"Toy, Child, Nursery",Board Games and Puzzles,Collectible Cards,15-3-2,4123018571200,412301857120,Essential Item: Trading Cards,A perfect choice to meet your daily needs.,Lego,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018571200.jpg
4123018571377-1000,"Toy, Child, Nursery",Board Games and Puzzles,Chess Game,15-3-3,4123018571377,412301857137,Premium Chess Set,A perfect choice to meet your daily needs.,Lego,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018571377.jpg
4123018571444-1000,"Toy, Child, Nursery",Board Games and Puzzles,Escape Game,15-3-4,4123018571444,412301857144,High quality accessory: escape game,A reliable and stylish product for every home.,Fisher-Price,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018571444.jpg
4123018571511-1000,"Toy, Child, Nursery",Board Games and Puzzles,Strategy Game,15-3-5,4123018571511,412301857151,High quality accessory: strategy game,A reliable and stylish product for every home.,Mattel,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018571511.jpg
4123018571688-1000,"Toy, Child, Nursery",Board Games and Puzzles,Card Game,15-3-6,4123018571688,412301857168,Ideal solution: card game,A reliable and stylish product for every home.,Lego,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018571688.jpg
4123018571755-1000,"Toy, Child, Nursery",Board Games and Puzzles,Puzzle,15-3-7,4123018571755,412301857175,High quality accessory: puzzle,Designed to deliver an exceptional user experience.,Mattel,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018571755.jpg
4123018571822-1000,"Toy, Child, Nursery",Outdoor Games and Drones,Trampoline,15-4-1,4123018571822,412301857182,Trampoline - luxury edition,A reliable and stylish product for every home.,Fisher-Price,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018571822.jpg
4123018571999-1000,"Toy, Child, Nursery",Outdoor Games and Drones,Playground,15-4-2,4123018571999,412301857199,Essential item: playground,Designed to deliver an exceptional user experience.,Lego,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018571999.jpg
4123018572055-1000,"Toy, Child, Nursery",Outdoor Games and Drones,Swing,15-4-3,4123018572055,412301857205,Swing - luxury edition,Combines functionality and style for optimal use.,Fisher-Price,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018572055.jpg
4123018572122-1000,"Toy, Child, Nursery",Outdoor Games and Drones,Electric Car,15-4-4,4123018572122,412301857212,Electric car - luxury edition,Combines functionality and style for optimal use.,Mattel,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018572122.jpg
4123018572299-1000,"Toy, Child, Nursery",Outdoor Games and Drones,Drone,15-4-5,4123018572299,412301857229,Premium Drone,Designed to deliver an exceptional user experience.,Lego,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018572299.jpg
4123018572366-1000,"Toy, Child, Nursery",Outdoor Games and Drones,Playhouse,15-4-6,4123018572366,412301857236,Essential item: playhouse,Designed to deliver an exceptional user experience.,Mattel,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018572366.jpg
4123018572433-1000,"Toy, Child, Nursery",Outdoor Games and Drones,Slide,15-4-7,4123018572433,412301857243,Slide - luxury edition,Designed to deliver an exceptional user experience.,Fisher-Price,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018572433.jpg
4123018572500-1000,"Toy, Child, Nursery",Outdoor Games and Drones,Tricycle,15-4-8,4123018572500,412301857250,Tricycle - luxury edition,Designed to deliver an exceptional user experience.,Vtech,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018572500.jpg
4123018572677-1000,"Toy, Child, Nursery",Outdoor Games and Drones,Remote-Controlled Toy,15-4-9,4123018572677,412301857267,Premium radio controlled toy,Designed to deliver an exceptional user experience.,Lego,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018572677.jpg
4123018572744-1000,"Toy, Child, Nursery",Role-Playing Games,Play Kitchen,15-5-1,4123018572744,412301857274,Essential item: dinette,A reliable and stylish product for every home.,Lego,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018572744.jpg
4123018572811-1000,"Toy, Child, Nursery",Role-Playing Games,DIY Toy,15-5-2,4123018572811,412301857281,Essential item: DIY game,A perfect choice to meet your daily needs.,Mattel,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018572811.jpg
4123018572988-1000,"Toy, Child, Nursery",Role-Playing Games,School,15-5-3,4123018572988,412301857298,Ideal solution: school,Combines functionality and style for optimal use.,Mattel,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018572988.jpg
4123018573044-1000,"Toy, Child, Nursery",Role-Playing Games,Ménage et repassage,15-5-4,4123018573044,412301857304,High quality accessory: cleaning and ironing,Designed to deliver an exceptional user experience.,Mattel,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018573044.jpg
4123018573111-1000,"Toy, Child, Nursery",Role-Playing Games,Makeup,15-5-5,4123018573111,412301857311,Makeup - luxury edition,Made with premium materials for maximum durability.,Mattel,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018573111.jpg
4123018573288-1000,"Toy, Child, Nursery",Educational and Interactive Games,Montessori,15-6-1,4123018573288,412301857328,Essential article: montessori,A reliable and stylish product for every home.,Mattel,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018573288.jpg
4123018573355-1000,"Toy, Child, Nursery",Educational and Interactive Games,Expérience scientifique,15-6-2,4123018573355,412301857335,Premium Science Experience,Made with premium materials for maximum durability.,Mattel,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018573355.jpg
4123018573422-1000,"Toy, Child, Nursery",Educational and Interactive Games,Éveil,15-6-3,4123018573422,412301857342,Ideal solution: awakening,Made with premium materials for maximum durability.,Fisher-Price,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018573422.jpg
4123018573599-1000,Auto-Moto,Car Equipment,Outil de diagnostic,16-1-1,4123018573599,412301857359,Essential article: diagnostic tool,A perfect choice to meet your daily needs.,Michelin,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018573599.jpg
4123018573666-1000,Auto-Moto,Car Equipment,Roof Box,16-1-2,4123018573666,412301857366,Essential item: roof box,A perfect choice to meet your daily needs.,Shoei,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018573666.jpg
4123018573733-1000,Auto-Moto,Car Equipment,Floor Mat,16-1-3,4123018573733,412301857373,Ideal solution: floor mats,Made with premium materials for maximum durability.,Honda,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018573733.jpg
4123018573800-1000,Auto-Moto,Car Equipment,Bulb,16-1-4,4123018573800,412301857380,Light bulb - luxury edition,A perfect choice to meet your daily needs.,Honda,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018573800.jpg
4123018573977-1000,Auto-Moto,Car Equipment,Roof Bar,16-1-5,4123018573977,412301857397,Essential item: roof bar,A perfect choice to meet your daily needs.,Shoei,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018573977.jpg
4123018574033-1000,Auto-Moto,Car Equipment,Hands-Free Kit,16-1-6,4123018574033,412301857403,Ideal solution: hands-free kit,A perfect choice to meet your daily needs.,Honda,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018574033.jpg
4123018574100-1000,Auto-Moto,Car and Motorcycle Maintenance,Oil and Additives,16-2-1,4123018574100,412301857410,Oil and additive - luxury edition,Designed to deliver an exceptional user experience.,Shoei,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018574100.jpg
4123018574277-1000,Auto-Moto,Car and Motorcycle Maintenance,Maintenance,16-2-2,4123018574277,412301857427,Premium maintenance,Combines functionality and style for optimal use.,Honda,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018574277.jpg
4123018574344-1000,Auto-Moto,Tires and Auto Parts,Winter Tire,16-3-1,4123018574344,412301857434,Essential item: winter tire,Designed to deliver an exceptional user experience.,Michelin,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018574344.jpg
4123018574411-1000,Auto-Moto,Tires and Auto Parts,Summer Tire,16-3-2,4123018574411,412301857441,Essential item: summer tire,Designed to deliver an exceptional user experience.,Michelin,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018574411.jpg
4123018574588-1000,Auto-Moto,Tires and Auto Parts,Battery,16-3-3,4123018574588,412301857458,High quality accessory: battery,A reliable and stylish product for every home.,Michelin,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018574588.jpg
4123018574655-1000,Auto-Moto,Tires and Auto Parts,Snow Chains,16-3-4,4123018574655,412301857465,Premium snow chain,Combines functionality and style for optimal use.,Spidi,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018574655.jpg
4123018574722-1000,Auto-Moto,Tires and Auto Parts,Bumper,16-3-5,4123018574722,412301857472,Essential item: bumper,A perfect choice to meet your daily needs.,Shoei,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018574722.jpg
4123018574899-1000,Auto-Moto,Tuning and Customization,Car Tuning,16-4-1,4123018574899,412301857489,Essential article: car tuning,A perfect choice to meet your daily needs.,Michelin,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018574899.jpg
4123018574966-1000,Auto-Moto,Tuning and Customization,Emblem,16-4-2,4123018574966,412301857496,Emblem - luxury edition,A reliable and stylish product for every home.,Honda,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018574966.jpg
4123018575022-1000,Auto-Moto,Tuning and Customization,LED,16-4-3,4123018575022,412301857502,High quality accessory: led,Combines functionality and style for optimal use.,Michelin,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018575022.jpg
4123018575199-1000,Auto-Moto,Tuning and Customization,Sticker,16-4-4,4123018575199,412301857519,Sticker - luxury edition,Made with premium materials for maximum durability.,Shoei,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018575199.jpg
4123018575266-1000,Auto-Moto,Tuning and Customization,Add-On Box,16-4-5,4123018575266,412301857526,Essential item: additional box,A reliable and stylish product for every home.,Shoei,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018575266.jpg
4123018575333-1000,Auto-Moto,Two-Wheel Universe,Motorcycle Helmet,16-5-1,4123018575333,412301857533,High quality accessory: motorcycle helmet,Designed to deliver an exceptional user experience.,Michelin,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018575333.jpg
4123018575400-1000,Auto-Moto,Two-Wheel Universe,Intercom,16-5-2,4123018575400,412301857540,Premium Intercom,A perfect choice to meet your daily needs.,Shoei,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018575400.jpg
4123018575577-1000,Auto-Moto,Two-Wheel Universe,Motorcycle Tire,16-5-3,4123018575577,412301857557,High quality accessory: motorcycle tire,Designed to deliver an exceptional user experience.,Michelin,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018575577.jpg
4123018575644-1000,Auto-Moto,Two-Wheel Universe,Exhaust Pipe,16-5-4,4123018575644,412301857564,High quality accessory: exhaust pipe,Combines functionality and style for optimal use.,Michelin,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018575644.jpg
4123018575711-1000,Auto-Moto,Two-Wheel Universe,Rider Equipment,16-5-5,4123018575711,412301857571,Driver's Equipment - Deluxe Edition,Made with premium materials for maximum durability.,Shoei,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018575711.jpg
4123018575888-1000,Auto-Moto,Two-Wheel Universe,Two-Wheel Accessories,16-5-6,4123018575888,412301857588,Essential item: 2-wheel accessories,Made with premium materials for maximum durability.,Spidi,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018575888.jpg
4123018575955-1000,Auto-Moto,Two-Wheel Universe,Carburetor,16-5-7,4123018575955,412301857595,High quality accessory: carburetor,Made with premium materials for maximum durability.,Michelin,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018575955.jpg
